event,value,timestamp
IBI,847,2022-10-18T18:41:33.607636
HR,70,2022-10-18T18:41:33.615314
IBI,866,2022-10-18T18:41:34.424942
HR,70,2022-10-18T18:41:34.425982
IBI,866,2022-10-18T18:41:35.628474
HR,70,2022-10-18T18:41:35.628474
IBI,852,2022-10-18T18:41:36.445513
HR,70,2022-10-18T18:41:36.451123
IBI,870,2022-10-18T18:41:37.664050
HR,70,2022-10-18T18:41:37.665073
IBI,869,2022-10-18T18:41:37.665743
HR,70,2022-10-18T18:41:37.666395
IBI,824,2022-10-18T18:41:38.475013
HR,70,2022-10-18T18:41:38.475750
IBI,815,2022-10-18T18:41:39.684837
HR,70,2022-10-18T18:41:39.690101
IBI,845,2022-10-18T18:41:41.305437
HR,70,2022-10-18T18:41:41.311145
IBI,855,2022-10-18T18:41:41.714584
HR,71,2022-10-18T18:41:41.715264
IBI,847,2022-10-18T18:41:42.524364
HR,71,2022-10-18T18:41:42.525192
IBI,894,2022-10-18T18:41:43.728040
HR,71,2022-10-18T18:41:43.740084
IBI,915,2022-10-18T18:41:44.546740
HR,70,2022-10-18T18:41:44.546740
IBI,888,2022-10-18T18:41:44.551273
HR,70,2022-10-18T18:41:44.551273
IBI,904,2022-10-18T18:41:45.750745
HR,70,2022-10-18T18:41:45.764969
IBI,884,2022-10-18T18:41:46.568613
HR,69,2022-10-18T18:41:46.575876
IBI,852,2022-10-18T18:41:47.788663
HR,69,2022-10-18T18:41:47.790693
IBI,842,2022-10-18T18:41:48.591950
HR,69,2022-10-18T18:41:48.600735
IBI,820,2022-10-18T18:41:49.395105
HR,70,2022-10-18T18:41:49.395105
IBI,809,2022-10-18T18:41:49.410713
HR,70,2022-10-18T18:41:49.410713
IBI,793,2022-10-18T18:41:50.615091
HR,70,2022-10-18T18:41:50.615091
IBI,814,2022-10-18T18:41:51.433412
HR,71,2022-10-18T18:41:51.435572
IBI,837,2022-10-18T18:41:52.637950
HR,71,2022-10-18T18:41:52.650533
IBI,834,2022-10-18T18:41:53.455729
HR,71,2022-10-18T18:41:53.460182
IBI,835,2022-10-18T18:41:54.666286
HR,71,2022-10-18T18:41:54.675277
IBI,888,2022-10-18T18:41:55.484055
HR,71,2022-10-18T18:41:55.484503
IBI,888,2022-10-18T18:41:55.484503
HR,71,2022-10-18T18:41:55.484503
IBI,862,2022-10-18T18:41:56.696627
HR,71,2022-10-18T18:41:56.699297
IBI,848,2022-10-18T18:41:57.503455
HR,71,2022-10-18T18:41:57.509985
IBI,875,2022-10-18T18:41:58.723000
HR,71,2022-10-18T18:41:58.725295
IBI,892,2022-10-18T18:41:59.533115
HR,70,2022-10-18T18:41:59.533115
IBI,873,2022-10-18T18:42:00.742438
HR,70,2022-10-18T18:42:00.750078
IBI,875,2022-10-18T18:42:01.552760
HR,70,2022-10-18T18:42:01.560759
IBI,886,2022-10-18T18:42:01.560759
HR,70,2022-10-18T18:42:01.560759
IBI,872,2022-10-18T18:42:02.771988
HR,70,2022-10-18T18:42:02.774845
IBI,862,2022-10-18T18:42:03.580678
HR,70,2022-10-18T18:42:03.585372
IBI,883,2022-10-18T18:42:05.203972
HR,70,2022-10-18T18:42:05.204973
IBI,902,2022-10-18T18:42:05.603510
HR,69,2022-10-18T18:42:05.603510
IBI,875,2022-10-18T18:42:06.406283
HR,69,2022-10-18T18:42:06.419756
IBI,866,2022-10-18T18:42:07.626422
HR,69,2022-10-18T18:42:07.636370
IBI,882,2022-10-18T18:42:08.429732
HR,69,2022-10-18T18:42:08.445119
IBI,872,2022-10-18T18:42:08.445119
HR,69,2022-10-18T18:42:08.446116
IBI,836,2022-10-18T18:42:09.649614
HR,69,2022-10-18T18:42:09.649614
IBI,849,2022-10-18T18:42:10.467994
HR,69,2022-10-18T18:42:10.469974
IBI,853,2022-10-18T18:42:11.672271
HR,69,2022-10-18T18:42:11.684983
IBI,864,2022-10-18T18:42:12.491001
HR,69,2022-10-18T18:42:12.495227
IBI,840,2022-10-18T18:42:13.695507
HR,69,2022-10-18T18:42:13.710488
IBI,869,2022-10-18T18:42:14.514132
HR,70,2022-10-18T18:42:14.520584
IBI,853,2022-10-18T18:42:14.520584
HR,70,2022-10-18T18:42:14.520584
IBI,820,2022-10-18T18:42:15.723969
HR,70,2022-10-18T18:42:15.723969
IBI,784,2022-10-18T18:42:16.542642
HR,70,2022-10-18T18:42:16.542642
IBI,785,2022-10-18T18:42:17.746365
HR,70,2022-10-18T18:42:17.746365
IBI,791,2022-10-18T18:42:18.564440
HR,72,2022-10-18T18:42:18.564440
IBI,797,2022-10-18T18:42:18.570270
HR,72,2022-10-18T18:42:18.570270
IBI,830,2022-10-18T18:42:20.188127
HR,72,2022-10-18T18:42:20.188127
IBI,841,2022-10-18T18:42:20.588761
HR,72,2022-10-18T18:42:20.594776
IBI,836,2022-10-18T18:42:21.398641
HR,72,2022-10-18T18:42:21.405358
IBI,845,2022-10-18T18:42:22.618657
HR,72,2022-10-18T18:42:22.620157
IBI,897,2022-10-18T18:42:23.428638
HR,72,2022-10-18T18:42:23.428638
IBI,891,2022-10-18T18:42:24.637884
HR,72,2022-10-18T18:42:24.645617
IBI,876,2022-10-18T18:42:25.448868
HR,71,2022-10-18T18:42:25.448868
IBI,902,2022-10-18T18:42:25.455291
HR,71,2022-10-18T18:42:25.455291
IBI,916,2022-10-18T18:42:26.670055
HR,71,2022-10-18T18:42:26.670055
IBI,883,2022-10-18T18:42:27.469381
HR,70,2022-10-18T18:42:27.479692
IBI,889,2022-10-18T18:42:28.689252
HR,70,2022-10-18T18:42:28.694954
IBI,909,2022-10-18T18:42:29.491296
HR,70,2022-10-18T18:42:29.505011
IBI,899,2022-10-18T18:42:30.711673
HR,69,2022-10-18T18:42:30.720135
IBI,860,2022-10-18T18:42:31.529773
HR,69,2022-10-18T18:42:31.529773
IBI,859,2022-10-18T18:42:32.734363
HR,69,2022-10-18T18:42:32.734363
IBI,869,2022-10-18T18:42:32.745260
HR,69,2022-10-18T18:42:32.745260
IBI,870,2022-10-18T18:42:33.553283
HR,69,2022-10-18T18:42:33.555331
IBI,872,2022-10-18T18:42:34.758054
HR,69,2022-10-18T18:42:34.769976
IBI,844,2022-10-18T18:42:35.576527
HR,69,2022-10-18T18:42:35.580531
IBI,834,2022-10-18T18:42:36.379088
HR,69,2022-10-18T18:42:36.379088
IBI,849,2022-10-18T18:42:37.604057
HR,69,2022-10-18T18:42:37.604653
IBI,855,2022-10-18T18:42:38.405847
HR,70,2022-10-18T18:42:38.405847
IBI,845,2022-10-18T18:42:38.413950
HR,70,2022-10-18T18:42:38.413950
IBI,859,2022-10-18T18:42:40.029059
HR,70,2022-10-18T18:42:40.034310
IBI,889,2022-10-18T18:42:40.438334
HR,70,2022-10-18T18:42:40.439016
IBI,881,2022-10-18T18:42:41.650369
HR,70,2022-10-18T18:42:41.653977
IBI,876,2022-10-18T18:42:42.458430
HR,70,2022-10-18T18:42:42.458430
IBI,892,2022-10-18T18:42:43.678249
HR,69,2022-10-18T18:42:43.680457
IBI,902,2022-10-18T18:42:44.488569
HR,69,2022-10-18T18:42:44.489320
IBI,904,2022-10-18T18:42:45.699509
HR,69,2022-10-18T18:42:45.704912
IBI,919,2022-10-18T18:42:46.504321
HR,69,2022-10-18T18:42:46.515177
IBI,932,2022-10-18T18:42:47.723785
HR,68,2022-10-18T18:42:47.723785
IBI,913,2022-10-18T18:42:47.730622
HR,68,2022-10-18T18:42:47.730622
IBI,890,2022-10-18T18:42:48.526917
HR,68,2022-10-18T18:42:48.540169
IBI,901,2022-10-18T18:42:49.745855
HR,68,2022-10-18T18:42:49.754760
IBI,867,2022-10-18T18:42:50.564982
HR,68,2022-10-18T18:42:50.564982
IBI,857,2022-10-18T18:42:51.774932
HR,68,2022-10-18T18:42:51.774932
IBI,865,2022-10-18T18:42:52.577611
HR,68,2022-10-18T18:42:52.590055
IBI,854,2022-10-18T18:42:54.199373
HR,68,2022-10-18T18:42:54.199373
IBI,849,2022-10-18T18:42:54.210015
HR,68,2022-10-18T18:42:54.210015
IBI,826,2022-10-18T18:42:54.600651
HR,68,2022-10-18T18:42:54.615264
IBI,826,2022-10-18T18:42:55.418509
HR,69,2022-10-18T18:42:55.418509
IBI,844,2022-10-18T18:42:56.638536
HR,69,2022-10-18T18:42:56.638536
IBI,832,2022-10-18T18:42:57.441257
HR,70,2022-10-18T18:42:57.450007
IBI,810,2022-10-18T18:42:57.450007
HR,70,2022-10-18T18:42:57.450007
IBI,808,2022-10-18T18:42:58.661358
HR,70,2022-10-18T18:42:58.665266
IBI,805,2022-10-18T18:42:59.463923
HR,70,2022-10-18T18:42:59.463923
IBI,790,2022-10-18T18:43:00.688814
HR,71,2022-10-18T18:43:00.690196
IBI,766,2022-10-18T18:43:01.498807
HR,72,2022-10-18T18:43:01.498807
IBI,753,2022-10-18T18:43:01.500477
HR,72,2022-10-18T18:43:01.500477
IBI,799,2022-10-18T18:43:02.709954
HR,73,2022-10-18T18:43:02.715369
IBI,866,2022-10-18T18:43:03.519687
HR,73,2022-10-18T18:43:03.519687
IBI,892,2022-10-18T18:43:04.739593
HR,73,2022-10-18T18:43:04.739593
IBI,907,2022-10-18T18:43:05.549098
HR,73,2022-10-18T18:43:05.549098
IBI,908,2022-10-18T18:43:06.757171
HR,72,2022-10-18T18:43:06.765152
IBI,879,2022-10-18T18:43:07.559967
HR,71,2022-10-18T18:43:07.575245
IBI,876,2022-10-18T18:43:08.779197
HR,71,2022-10-18T18:43:08.779197
IBI,882,2022-10-18T18:43:08.790086
HR,71,2022-10-18T18:43:08.790086
IBI,875,2022-10-18T18:43:09.596535
HR,70,2022-10-18T18:43:09.600263
IBI,853,2022-10-18T18:43:10.405471
HR,70,2022-10-18T18:43:10.410513
IBI,867,2022-10-18T18:43:12.428894
HR,70,2022-10-18T18:43:12.435561
IBI,882,2022-10-18T18:43:12.436662
HR,70,2022-10-18T18:43:12.436662
IBI,872,2022-10-18T18:43:13.648644
HR,70,2022-10-18T18:43:13.650435
IBI,856,2022-10-18T18:43:14.451113
HR,70,2022-10-18T18:43:14.451113
IBI,871,2022-10-18T18:43:15.670627
HR,70,2022-10-18T18:43:15.675183
IBI,868,2022-10-18T18:43:15.675183
HR,70,2022-10-18T18:43:15.675183
IBI,834,2022-10-18T18:43:16.473947
HR,70,2022-10-18T18:43:16.473947
IBI,829,2022-10-18T18:43:17.693508
HR,70,2022-10-18T18:43:17.699300
IBI,842,2022-10-18T18:43:18.496219
HR,70,2022-10-18T18:43:18.510257
IBI,835,2022-10-18T18:43:19.716101
HR,70,2022-10-18T18:43:19.725567
IBI,831,2022-10-18T18:43:20.519078
HR,71,2022-10-18T18:43:20.535990
IBI,867,2022-10-18T18:43:20.535990
HR,71,2022-10-18T18:43:20.538541
IBI,883,2022-10-18T18:43:21.745133
HR,71,2022-10-18T18:43:21.745133
IBI,879,2022-10-18T18:43:22.548418
HR,70,2022-10-18T18:43:22.559823
IBI,894,2022-10-18T18:43:23.768804
HR,70,2022-10-18T18:43:23.775184
IBI,901,2022-10-18T18:43:24.572054
HR,70,2022-10-18T18:43:24.572054
IBI,874,2022-10-18T18:43:25.394233
HR,70,2022-10-18T18:43:25.394733
IBI,868,2022-10-18T18:43:26.609325
HR,69,2022-10-18T18:43:26.609325
IBI,896,2022-10-18T18:43:27.414732
HR,69,2022-10-18T18:43:27.420350
IBI,917,2022-10-18T18:43:28.633641
HR,69,2022-10-18T18:43:28.633641
IBI,903,2022-10-18T18:43:29.443638
HR,69,2022-10-18T18:43:29.445093
IBI,911,2022-10-18T18:43:29.445093
HR,69,2022-10-18T18:43:29.446090
IBI,918,2022-10-18T18:43:30.654569
HR,68,2022-10-18T18:43:30.660448
IBI,884,2022-10-18T18:43:31.462855
HR,68,2022-10-18T18:43:31.470086
IBI,884,2022-10-18T18:43:32.681870
HR,68,2022-10-18T18:43:32.681870
IBI,899,2022-10-18T18:43:33.484380
HR,68,2022-10-18T18:43:33.495071
IBI,892,2022-10-18T18:43:34.702835
HR,68,2022-10-18T18:43:34.708750
IBI,871,2022-10-18T18:43:36.328147
HR,68,2022-10-18T18:43:36.328147
IBI,867,2022-10-18T18:43:36.728949
HR,68,2022-10-18T18:43:36.733716
IBI,881,2022-10-18T18:43:36.733716
HR,68,2022-10-18T18:43:36.733716
IBI,872,2022-10-18T18:43:37.530153
HR,68,2022-10-18T18:43:37.543603
IBI,845,2022-10-18T18:43:38.748372
HR,68,2022-10-18T18:43:38.748372
IBI,881,2022-10-18T18:43:39.565446
HR,68,2022-10-18T18:43:39.568681
IBI,855,2022-10-18T18:43:40.783717
HR,68,2022-10-18T18:43:40.784595
IBI,827,2022-10-18T18:43:41.587222
HR,68,2022-10-18T18:43:41.594898
IBI,812,2022-10-18T18:43:43.213537
HR,69,2022-10-18T18:43:43.213537
IBI,841,2022-10-18T18:43:43.214999
HR,69,2022-10-18T18:43:43.214999
IBI,861,2022-10-18T18:43:43.610615
HR,70,2022-10-18T18:43:43.619138
IBI,859,2022-10-18T18:43:44.428636
HR,70,2022-10-18T18:43:44.430909
IBI,879,2022-10-18T18:43:45.632578
HR,70,2022-10-18T18:43:45.644493
IBI,918,2022-10-18T18:43:46.451271
HR,70,2022-10-18T18:43:46.454986
IBI,895,2022-10-18T18:43:47.661943
HR,69,2022-10-18T18:43:47.670884
IBI,878,2022-10-18T18:43:48.465176
HR,69,2022-10-18T18:43:48.465176
IBI,895,2022-10-18T18:43:49.687868
HR,69,2022-10-18T18:43:49.695320
IBI,927,2022-10-18T18:43:51.716591
HR,69,2022-10-18T18:43:51.720608
IBI,908,2022-10-18T18:43:51.726329
HR,68,2022-10-18T18:43:51.726576
IBI,899,2022-10-18T18:43:51.726576
HR,68,2022-10-18T18:43:51.727013
IBI,908,2022-10-18T18:43:52.526477
HR,68,2022-10-18T18:43:52.526477
IBI,926,2022-10-18T18:43:53.737137
HR,68,2022-10-18T18:43:53.737137
IBI,900,2022-10-18T18:43:54.547174
HR,68,2022-10-18T18:43:54.555342
IBI,901,2022-10-18T18:43:55.759190
HR,67,2022-10-18T18:43:55.769932
IBI,921,2022-10-18T18:43:56.577927
HR,67,2022-10-18T18:43:56.579543
IBI,939,2022-10-18T18:43:57.380669
HR,67,2022-10-18T18:43:57.380669
IBI,913,2022-10-18T18:43:58.600695
HR,67,2022-10-18T18:43:58.600695
IBI,917,2022-10-18T18:43:59.402835
HR,67,2022-10-18T18:43:59.402835
IBI,925,2022-10-18T18:44:00.623212
HR,66,2022-10-18T18:44:00.623212
IBI,880,2022-10-18T18:44:00.630007
HR,66,2022-10-18T18:44:00.630007
IBI,855,2022-10-18T18:44:01.425654
HR,66,2022-10-18T18:44:01.439200
IBI,866,2022-10-18T18:44:02.645954
HR,67,2022-10-18T18:44:02.645954
IBI,862,2022-10-18T18:44:03.464490
HR,67,2022-10-18T18:44:03.464888
IBI,834,2022-10-18T18:44:04.669299
HR,67,2022-10-18T18:44:04.669299
IBI,820,2022-10-18T18:44:05.487448
HR,68,2022-10-18T18:44:05.487448
IBI,824,2022-10-18T18:44:05.489687
HR,68,2022-10-18T18:44:05.489687
IBI,792,2022-10-18T18:44:06.697830
HR,69,2022-10-18T18:44:06.705084
IBI,782,2022-10-18T18:44:07.500510
HR,69,2022-10-18T18:44:07.500510
IBI,775,2022-10-18T18:44:08.721233
HR,70,2022-10-18T18:44:08.721233
IBI,806,2022-10-18T18:44:09.524514
HR,71,2022-10-18T18:44:09.539749
IBI,827,2022-10-18T18:44:09.539749
HR,71,2022-10-18T18:44:09.539749
IBI,838,2022-10-18T18:44:10.744050
HR,71,2022-10-18T18:44:10.754492
IBI,881,2022-10-18T18:44:11.562313
HR,71,2022-10-18T18:44:11.562313
IBI,951,2022-10-18T18:44:12.766682
HR,71,2022-10-18T18:44:12.766682
IBI,978,2022-10-18T18:44:13.585194
HR,71,2022-10-18T18:44:13.589846
IBI,953,2022-10-18T18:44:14.397028
HR,70,2022-10-18T18:44:14.399468
IBI,960,2022-10-18T18:44:15.607087
HR,69,2022-10-18T18:44:15.607087
IBI,954,2022-10-18T18:44:16.416239
HR,68,2022-10-18T18:44:16.424819
IBI,907,2022-10-18T18:44:17.636158
HR,68,2022-10-18T18:44:17.636158
IBI,869,2022-10-18T18:44:18.446349
HR,68,2022-10-18T18:44:18.446349
IBI,879,2022-10-18T18:44:19.657067
HR,68,2022-10-18T18:44:19.665093
IBI,863,2022-10-18T18:44:20.469347
HR,68,2022-10-18T18:44:20.474822
IBI,860,2022-10-18T18:44:20.474822
HR,68,2022-10-18T18:44:20.475818
IBI,899,2022-10-18T18:44:21.688745
HR,68,2022-10-18T18:44:21.689491
IBI,930,2022-10-18T18:44:22.497016
HR,68,2022-10-18T18:44:22.499314
IBI,899,2022-10-18T18:44:23.701108
HR,68,2022-10-18T18:44:23.714181
IBI,914,2022-10-18T18:44:25.321797
HR,68,2022-10-18T18:44:25.321797
IBI,926,2022-10-18T18:44:25.738998
HR,67,2022-10-18T18:44:25.739754
IBI,895,2022-10-18T18:44:26.542243
HR,67,2022-10-18T18:44:26.542243
IBI,890,2022-10-18T18:44:27.761892
HR,67,2022-10-18T18:44:27.764229
IBI,878,2022-10-18T18:44:28.564323
HR,67,2022-10-18T18:44:28.574128
IBI,851,2022-10-18T18:44:28.574128
HR,67,2022-10-18T18:44:28.575124
IBI,824,2022-10-18T18:44:29.784285
HR,67,2022-10-18T18:44:29.784285
IBI,803,2022-10-18T18:44:30.586511
HR,68,2022-10-18T18:44:30.586511
IBI,815,2022-10-18T18:44:31.403521
HR,68,2022-10-18T18:44:31.409647
IBI,779,2022-10-18T18:44:32.622362
HR,70,2022-10-18T18:44:32.624285
IBI,787,2022-10-18T18:44:32.624285
HR,70,2022-10-18T18:44:32.625281
IBI,809,2022-10-18T18:44:33.431334
HR,70,2022-10-18T18:44:33.431334
IBI,825,2022-10-18T18:44:34.635632
HR,71,2022-10-18T18:44:34.635632
IBI,820,2022-10-18T18:44:35.452937
HR,71,2022-10-18T18:44:35.458762
IBI,806,2022-10-18T18:44:36.671195
HR,72,2022-10-18T18:44:36.671195
IBI,789,2022-10-18T18:44:36.673658
HR,72,2022-10-18T18:44:36.673658
IBI,810,2022-10-18T18:44:38.288556
HR,72,2022-10-18T18:44:38.294075
IBI,872,2022-10-18T18:44:38.697322
HR,72,2022-10-18T18:44:38.698331
IBI,855,2022-10-18T18:44:39.508028
HR,72,2022-10-18T18:44:39.508600
IBI,870,2022-10-18T18:44:40.718279
HR,72,2022-10-18T18:44:40.724630
IBI,887,2022-10-18T18:44:42.338867
HR,72,2022-10-18T18:44:42.343761
IBI,895,2022-10-18T18:44:42.748748
HR,71,2022-10-18T18:44:42.750778
IBI,870,2022-10-18T18:44:43.550860
HR,71,2022-10-18T18:44:43.559396
IBI,902,2022-10-18T18:44:44.769940
HR,70,2022-10-18T18:44:44.774364
IBI,923,2022-10-18T18:44:44.774364
HR,70,2022-10-18T18:44:44.774364
IBI,894,2022-10-18T18:44:45.572023
HR,70,2022-10-18T18:44:45.572023
IBI,885,2022-10-18T18:44:46.389720
HR,70,2022-10-18T18:44:46.389720
IBI,905,2022-10-18T18:44:47.599482
HR,69,2022-10-18T18:44:47.609613
IBI,879,2022-10-18T18:44:48.417609
HR,69,2022-10-18T18:44:48.419484
IBI,872,2022-10-18T18:44:49.621812
HR,69,2022-10-18T18:44:49.634270
IBI,895,2022-10-18T18:44:50.440776
HR,69,2022-10-18T18:44:50.443787
IBI,901,2022-10-18T18:44:51.645152
HR,69,2022-10-18T18:44:51.645152
IBI,891,2022-10-18T18:44:52.464042
HR,68,2022-10-18T18:44:52.469590
IBI,905,2022-10-18T18:44:52.469590
HR,68,2022-10-18T18:44:52.469590
IBI,932,2022-10-18T18:44:53.683104
HR,68,2022-10-18T18:44:53.683104
IBI,921,2022-10-18T18:44:54.486279
HR,68,2022-10-18T18:44:54.494515
IBI,870,2022-10-18T18:44:55.705801
HR,68,2022-10-18T18:44:55.709087
IBI,853,2022-10-18T18:44:56.517491
HR,68,2022-10-18T18:44:56.519570
IBI,866,2022-10-18T18:44:57.727280
HR,68,2022-10-18T18:44:57.727280
IBI,856,2022-10-18T18:44:58.537091
HR,68,2022-10-18T18:44:58.537091
IBI,851,2022-10-18T18:44:59.755782
HR,68,2022-10-18T18:44:59.755782
IBI,928,2022-10-18T18:45:00.566075
HR,68,2022-10-18T18:45:00.569026
IBI,983,2022-10-18T18:45:01.782231
HR,68,2022-10-18T18:45:01.782231
IBI,974,2022-10-18T18:45:02.584516
HR,68,2022-10-18T18:45:02.593737
IBI,1015,2022-10-18T18:45:03.402191
HR,67,2022-10-18T18:45:03.402191
IBI,998,2022-10-18T18:45:04.606144
HR,66,2022-10-18T18:45:04.619409
IBI,1001,2022-10-18T18:45:05.424822
HR,66,2022-10-18T18:45:05.429659
IBI,1016,2022-10-18T18:45:06.628962
HR,65,2022-10-18T18:45:06.644068
IBI,971,2022-10-18T18:45:07.447084
HR,64,2022-10-18T18:45:07.453826
IBI,936,2022-10-18T18:45:07.453826
HR,64,2022-10-18T18:45:07.453826
IBI,936,2022-10-18T18:45:08.667133
HR,64,2022-10-18T18:45:08.669397
IBI,901,2022-10-18T18:45:09.469904
HR,64,2022-10-18T18:45:09.469904
IBI,893,2022-10-18T18:45:10.689615
HR,64,2022-10-18T18:45:10.694498
IBI,839,2022-10-18T18:45:11.492870
HR,64,2022-10-18T18:45:11.492870
IBI,832,2022-10-18T18:45:12.712141
HR,65,2022-10-18T18:45:12.718646
IBI,861,2022-10-18T18:45:14.323534
HR,66,2022-10-18T18:45:14.339574
IBI,854,2022-10-18T18:45:14.740799
HR,67,2022-10-18T18:45:14.743572
IBI,872,2022-10-18T18:45:14.743572
HR,67,2022-10-18T18:45:14.743572
IBI,914,2022-10-18T18:45:15.543543
HR,67,2022-10-18T18:45:15.554135
IBI,932,2022-10-18T18:45:16.764017
HR,67,2022-10-18T18:45:16.769447
IBI,936,2022-10-18T18:45:17.566957
HR,67,2022-10-18T18:45:17.566957
IBI,924,2022-10-18T18:45:19.198754
HR,66,2022-10-18T18:45:19.199706
IBI,966,2022-10-18T18:45:19.598796
HR,66,2022-10-18T18:45:19.598796
IBI,961,2022-10-18T18:45:20.408688
HR,66,2022-10-18T18:45:20.414326
IBI,900,2022-10-18T18:45:21.627796
HR,66,2022-10-18T18:45:21.629124
IBI,887,2022-10-18T18:45:22.437693
HR,66,2022-10-18T18:45:22.438539
IBI,905,2022-10-18T18:45:23.649707
HR,66,2022-10-18T18:45:23.649707
IBI,908,2022-10-18T18:45:24.458898
HR,66,2022-10-18T18:45:24.464036
IBI,915,2022-10-18T18:45:25.669671
HR,66,2022-10-18T18:45:25.669671
IBI,975,2022-10-18T18:45:26.487262
HR,66,2022-10-18T18:45:26.488718
IBI,1003,2022-10-18T18:45:27.691033
HR,66,2022-10-18T18:45:27.704071
